"station_id","stationname","LINES","POINT_X","POINT_Y","TL","BS","RD","BD","LUI","LUM","LS","GBS","TS","ES","avg_rides"
30,"Pulaski-Lake","Green Line (Lake)",1149789.47306214,1901420.43035568,1,8,11.27973498,0.184297105,11,0.845350937,0.727272727,0.272727273,0,0,6.56677722009865
40,"Quincy/Wells","Brown, Orange, Pink, Purple (Express)",1174769.55910141,1899173.22932958,4,30,25.8945742,11.37488528,220,0.647409492,0.677272727,0.172727273,0.136363636,0,8.22116685977895
60,"Belmont-O'Hare","Blue Line",1153202.40157732,1920656.94749359,1,12,18.18285491,0.320022436,22,0.521130916,0.772727273,0.045454545,0.090909091,0.045454545,7.94443375588518
70,"Jackson/Dearborn","Blue Line",1175981.49715054,1898986.07233741,1,28,17.97845012,9.672727441,247,0.668273134,0.631578947,0.178137652,0.125506073,0.044534413,8.04136747016611
80,"Sheridan","Red Line",1168782.69906383,1926475.82647501,1,18,12.73975164,0.448363959,51,0.569375542,0.725490196,0.098039216,0.019607843,0.039215686,7.74435579007156
90,"Damen-Brown","Brown Line",1162299.35492979,1931030.29073525,1,14,15.1323205,0.664680366,33,0.533240565,0.757575758,0.090909091,0.03030303,0.090909091,7.23608803716401
100,"Morse","Red Line",1165641.09906091,1946344.11935752,1,18,14.92261666,0.630579281,39,0.421933245,0.846153846,0.025641026,0.076923077,0.051282051,7.65904742361831
120,"35th/Archer","Orange Line",1162147.77912165,1881157.78688081,1,21,15.7799055,0.253707764,15,0.618320371,0.733333333,0.066666667,0,0.133333333,7.42678480558111
130,"51st","Green Line",1179151.84211349,1871283.07634361,1,15,12.59662718,0.262762802,25,0.712192894,0.64,0.08,0.08,0.12,6.14656435620145
150,"Pulaski-Cermak","Pink",1150164.33155849,1889923.88301697,1,21,16.34216197,0.344686589,23,0.766135011,0.652173913,0.086956522,0,0,6.51885225917295
160,"LaSalle/Van Buren","Brown, Orange, Pink, Purple (Express)",1175321.45695792,1898497.01044895,4,29,22.65620615,7.900552315,190,0.643824624,0.636842105,0.194736842,0.121052632,0.031578947,7.25279296805034
170,"Ashland-Lake","Green (Lake), Pink",1165706.56389297,1901501.95688375,2,4,16.32012936,0.422940747,16,0.685820381,0.6875,0.0625,0.125,0.125,7.34297461410852
190,"Sox-35th-Dan Ryan","Red Line",1175756.53587033,1881859.32211346,1,16,20.67984358,0.534287858,21,0.842092868,0.476190476,0.095238095,0.095238095,0.333333333,7.58850236576264
210,"Damen-Cermak","Pink",1163335.47601876,1890260.80487328,1,18,13.34964535,0.368073272,23,0.637437352,0.695652174,0.086956522,0.086956522,0.086956522,6.92913682061314
220,"Western-Forest Park","Blue Line (Congress)",1159883.32292754,1897892.77774439,1,19,18.83515943,0.152947081,8,0.543564443,0.875,0,0,0.125,6.61649557259314
240,"79th","Red Line",1177486.45894394,1852436.46589406,1,20,19.14985763,0.206277603,18,0.622365973,0.777777778,0.111111111,0.111111111,0,7.89446573318829
250,"Kedzie-Homan-Forest Park","Blue Line (Congress)",1155108.3249071,1897455.04718398,1,23,17.78661289,0.252309937,18,0.702339237,0.666666667,0.111111111,0,0.166666667,6.74912727060032
260,"State/Lake","Brown, Orange, Pink,  Purple (Express), Green",1176356.59423889,1901743.42939598,5,31,27.25723864,8.142444568,314,0.606459366,0.656050955,0.117834395,0.194267516,0.00955414,8.7653184001048
280,"Central-Lake","Green Line (Lake)",1138825.73519593,1902065.79330028,1,10,14.0354384,0.337831927,20,0.767248707,0.55,0.15,0.05,0.2,6.98871340463682
290,"Ashland/63rd","Green Line (Englewood)",1166854.40799004,1862752.12183966,1,14,15.01891519,0.250808749,22,0.524645567,0.818181818,0.136363636,0.045454545,0,6.15393347535572
300,"Indiana","Green Line",1178284.91449668,1878463.5617263,1,13,13.45988713,0.307611589,23,0.860474027,0.47826087,0.086956522,0.130434783,0.304347826,5.73839227219858
310,"Western-Orange","Orange Line",1161268.48644883,1872085.72671236,1,8,11.98483788,0.238685319,13,0.732339525,0.615384615,0.153846154,0.076923077,0.076923077,7.70632532619722
320,"Division/Milwaukee","Blue Line",1165779.32370104,1908078.03624988,1,18,13.60968382,0.515894817,92,0.477703838,0.793478261,0.065217391,0.086956522,0.032608696,8.02766081736509
330,"Grand/State","Red Line",1176288.17926282,1903902.00526999,1,38,21.1122292,6.755183236,288,0.517621125,0.774305556,0.065972222,0.145833333,0,8.50169010782084
350,"UIC-Halsted","Blue Line",1170448.20024938,1897969.67528046,1,17,21.51167789,0.533352368,66,0.73162156,0.545454545,0.015151515,0.121212121,0.318181818,8.0557041122497
360,"Southport","Brown Line",1166449.96254966,1922826.81834361,1,3,14.97017228,0.483534312,31,0.345117315,0.935483871,0.064516129,0,0,7.49433424322975
370,"Washington/Dearborn","Blue Line",1175927.28403049,1900801.1532991,1,28,19.25213612,10.55540494,324,0.605221401,0.666666667,0.166666667,0.132716049,0.012345679,8.71777190403847
380,"Clark/Lake","Brown, Orange, Pink, Purple (Express), Green, Blue",1175525.85913411,1901735.36641997,6,28,27.08286453,7.945323148,267,0.587557469,0.674157303,0.168539326,0.131086142,0.011235955,8.96644924704461
430,"Clinton-Forest Park","Blue Line",1172806.09209158,1897996.84712049,1,19,24.14724102,2.256074033,50,0.588562285,0.72,0.2,0.04,0.04,7.37629460135955
440,"California-Cermak","Pink",1158201.07396598,1890136.33869717,1,12,14.27324361,0.452244526,14,0.700576755,0.642857143,0.142857143,0.071428571,0.071428571,6.83460250658843
450,"95th/Dan Ryan","Red Line",1177778.98067221,1842222.00572454,1,20,17.45447581,0.104929593,13,0.487852771,0.846153846,0.076923077,0,0.076923077,8.38272107633902
460,"Merchandise Mart","Brown, Purple (Express)",1174675.57817332,1902905.85602106,2,28,25.07344031,4.881013824,222,0.459403203,0.783783784,0.103603604,0.09009009,0.004504505,8.13895521443313
470,"Racine","Blue Line",1167774.55595889,1898083.15752057,1,15,18.95225613,0.239614927,16,0.787120357,0.5625,0.0625,0,0.375,6.95866457808431
480,"Cicero-Lake","Green Line (Lake)",1144532.74806525,1901787.32648402,1,6,14.53208489,0.803136112,3,0,1,0,0,0,6.39588335640241
490,"Grand/Milwaukee","Blue Line (O'Hare)",1170964.65874586,1903685.42030979,1,20,22.22515327,0.401986265,25,0.304221198,0.92,0.04,0,0.04,7.3715928784546
510,"Garfield-South Elevated","Green Line",1179221.19584155,1868763.71813326,1,16,13.47824011,0.218324159,19,0.701236304,0.631578947,0.105263158,0.157894737,0.052631579,6.35274553359396
530,"Diversey","Brown, Purple (Express)",1169332.77215234,1918811.40944387,2,14,14.86694074,0.602046317,51,0.299728949,0.921568627,0.039215686,0,0.039215686,7.93226502534604
540,"Wilson","Purple, Red Line",1168029.49407113,1930295.53438257,2,20,13.16494461,0.820215172,68,0.445377858,0.808823529,0.102941176,0.029411765,0.029411765,8.42015524537326
550,"Irving Park-O'Hare","Blue Line",1148588.58858103,1926020.53969059,1,20,19.98894382,0.292930594,31,0.441429886,0.838709677,0.064516129,0,0.064516129,7.62505929974636
560,"Jackson/State","Red Line",1176444.43423897,1898979.0284974,1,30,16.82512564,7.498535602,242,0.716399224,0.603305785,0.140495868,0.161157025,0.070247934,8.1418783724942
570,"California/Milwaukee","Blue Line (O'Hare)",1157455.12068528,1914787.23945613,1,19,16.71362611,0.358463769,90,0.387694634,0.844444444,0.077777778,0.033333333,0.022222222,7.86063430295153
590,"Damen/Milwaukee","Blue Line",1162783.21413024,1910383.12246002,1,17,14.42290586,0.537412747,184,0.285869403,0.891304348,0.059782609,0.032608696,0.005434783,8.00692819478321
630,"Clark/Division","Red Line",1175328.34617393,1908360.20047414,1,29,15.55778568,3.611015819,96,0.415099747,0.833333333,0.03125,0.0625,0.020833333,8.31127397529291
650,"North/Clybourn","Red Line",1170472.73119341,1910775.10249239,1,15,14.43118173,0.469184556,87,0.393636552,0.83908046,0.034482759,0.08045977,0.011494253,7.86922480660215
660,"Armitage","Brown, Purple (Express)",1169507.15116051,1913523.19132695,2,11,14.92016298,0.643297495,65,0.423958428,0.846153846,0.076923077,0,0.030769231,7.77666826052537
670,"Western/Milwaukee","Blue Line (O'Hare)",1160063.30014371,1912699.74915018,1,17,15.91326215,0.411991873,60,0.182822541,0.95,0.016666667,0.016666667,0,7.88554904721504
680,"Adams/Wabash","Brown, Orange, Pink,  Purple (Express), Green",1176848.36665534,1899477.04526587,5,25,14.86448367,6.443402287,283,0.677582884,0.639575972,0.123674912,0.148409894,0.067137809,8.27145411629876
700,"Laramie","Green Line (Lake)",1141729.75260664,1902002.90459622,1,8,14.04838687,0.294385607,16,0.593139062,0.75,0.0625,0.0625,0.125,6.37954410443557
710,"Chicago/Franklin","Brown, Purple (Express)",1174115.1544928,1905746.07592771,2,23,16.97869884,1.208258961,96,0.382976549,0.84375,0.052083333,0.072916667,0.020833333,8.17406197014201
720,"East 63rd-Cottage Grove","Green Line",1182666.51808476,1863374.47652824,1,16,13.65797723,0.304816721,31,0.724023749,0.580645161,0.225806452,0.096774194,0.064516129,6.15152211660965
730,"Washington/Wells","Brown, Orange, Pink, Purple (Express)",1174726.83884537,1900620.27445093,4,24,24.5316563,12.17613132,221,0.59552474,0.642533937,0.235294118,0.095022624,0.004524887,8.28777016145832
740,"Western-Cermak","Pink",1160828.02104042,1890198.73280923,1,14,12.14603758,0.355671869,35,0.498842397,0.8,0.114285714,0,0.057142857,6.61855571585429
750,"Harlem-O'Hare","Blue Line (O'Hare)",1126838.69876877,1936585.06680443,1,9,19.69683005,0.160981836,11,0.439496987,0.909090909,0.090909091,0,0,7.28187135589375
760,"Granville","Red Line",1167506.03909464,1941002.51448854,1,12,12.09736921,1.511430756,49,0.582279934,0.734693878,0.06122449,0.040816327,0.081632653,7.5590811914044
780,"Central Park","Pink",1152737.52861689,1889991.51591303,1,18,18.18594737,0.35277494,22,0.698846572,0.681818182,0.090909091,0.090909091,0.136363636,6.44927403101098
790,"Monroe/Dearborn","Blue Line",1175951.62118251,1899904.51841827,1,31,17.86662419,10.63175379,337,0.644083131,0.646884273,0.178041543,0.118694362,0.041543027,8.05645909445269
800,"Sedgwick","Brown, Purple (Express)",1173161.40626791,1910707.27350033,2,14,16.02624273,0.91239511,54,0.388247541,0.851851852,0.037037037,0.037037037,0.037037037,7.72053128523285
810,"Medical Center","Blue Line",1163828.91499522,1897961.33198446,1,24,18.74623169,0.974192287,15,0.982798115,0.333333333,0,0.266666667,0.2,7.29890666813712
830,"18th","Pink",1165182.26334848,1891511.43450645,1,11,13.67061087,0.373028481,53,0.645579867,0.679245283,0.132075472,0.094339623,0.037735849,7.02053409324981
850,"Library","Brown, Orange, Pink, Purple (Express)",1176281.20684682,1898524.19201698,4,31,18.46341029,7.253298929,218,0.68934492,0.619266055,0.160550459,0.133027523,0.073394495,7.78001954107986
870,"Francisco","Brown Line",1156039.37233196,1930887.06155112,1,4,15.42897344,0.359604342,11,0.638806718,0.727272727,0.090909091,0.090909091,0.090909091,6.71768613997251
880,"Thorndale","Red Line",1167550.17426268,1939762.06751139,1,12,12.07442463,1.522526894,34,0.479278237,0.794117647,0.088235294,0.029411765,0.029411765,7.26199864157066
910,"63rd-Dan Ryan","Red Line",1175808.13267038,1863399.65745627,1,13,20.28520101,0.189589021,10,0.729846699,0.7,0,0,0.2,7.05976922383476
920,"Pulaski-Forest Park","Blue Line (Congress)",1149758.98320612,1897220.94772777,1,18,19.2898978,0.300508391,11,0,1,0,0,0,6.72669880398759
930,"Midway Airport","Orange Line",1146620.91702719,1865394.75454613,1,11,15.87650422,0.14262033,30,0.353841291,0.9,0.066666667,0.033333333,0,8.47192751481953
940,"Halsted/63rd","Green Line",1172260.63647507,1862821.97015973,1,16,17.33367703,0.212241839,27,0.790677795,0.518518519,0.222222222,0.037037037,0.074074074,5.54396654006201
960,"Pulaski-Orange","Orange Line",1150270.22237459,1870257.60178265,1,16,10.89931071,0.292090243,26,0.469534272,0.846153846,0.115384615,0,0.038461538,7.9827282563524
970,"Cicero-Forest Park","Blue Line (Congress)",1144440.97667316,1896352.78926296,1,21,18.14627057,0.194721318,5,0,1,0,0,0,6.45540818497384
990,"69th","Red Line",1177260.46342373,1858977.89284415,1,30,22.07086045,0.244449302,10,0.817345422,0.6,0,0.1,0.3,7.57510590449807
1000,"Cermak-Chinatown","Red Line",1175600.57759818,1889880.86554493,1,24,16.95674411,0.377005229,114,0.633829215,0.657894737,0.122807018,0.166666667,0.035087719,7.79486676010538
1010,"Rockwell","Brown Line",1158091.02161388,1930925.25598316,1,6,14.81399246,0.380759803,31,0.306034642,0.903225806,0.032258065,0,0.032258065,6.75421552361363
1020,"Logan Square","Blue Line",1154263.50109831,1917602.19677075,1,24,16.5342937,0.46476951,103,0.43278602,0.844660194,0.058252427,0.058252427,0,8.1510698298605
1030,"Polk","Pink",1165039.42430835,1896486.58894308,1,24,11.08452689,2.132941131,42,0.844655329,0.30952381,0.023809524,0.19047619,0.380952381,7.54735068274952
1040,"Kedzie-Cermak","Pink",1155312.29879529,1890060.7219291,1,15,15.00924153,0.41892864,16,0.662230147,0.6875,0.0625,0.1875,0.0625,6.49955702747332
1060,"Ashland-Orange","Orange Line",1166283.2435735,1884759.33773216,1,11,14.57649228,0.060483164,21,0.346351686,0.904761905,0.047619048,0.047619048,0,6.95444052160801
1070,"Kedzie-Lake","Green Line (Lake)",1155033.73418703,1901060.63233934,1,11,12.9167833,0.207479298,16,0.720864244,0.625,0.125,0.0625,0.125,6.49916765382899
1080,"47th-South Elevated","Green Line",1179041.79692939,1873875.82873002,1,14,14.90024818,0.352035335,18,0.763753534,0.611111111,0.166666667,0.166666667,0.055555556,6.23957231448846
1090,"Monroe/State","Red Line",1176409.33715094,1899923.25429028,1,30,16.66665552,9.131212968,347,0.666165749,0.636887608,0.158501441,0.141210375,0.040345821,8.12864882262032
1120,"35-Bronzeville-IIT","Green Line",1177050.91513553,1882047.58707363,1,22,17.4305972,0.307754372,42,0.801083439,0.357142857,0.142857143,0.071428571,0.404761905,6.78483406546963
1130,"Halsted-Orange","Orange Line",1170942.96556184,1887545.79610276,1,10,16.63776132,0.084367072,8,0.819448372,0.625,0.125,0.25,0,7.29903130764402
1140,"King Drive","Green Line",1180024.5514903,1863287.02462416,1,19,11.25035777,0.322188481,11,0.546294702,0.818181818,0,0.090909091,0.090909091,5.37433388042246
1150,"Kedzie-Midway","Orange Line",1155746.78506769,1871922.53234421,1,12,5.611869365,0.224814999,20,0.471673418,0.85,0.1,0,0,7.67778906072535
1160,"Clinton-Lake","Green (Lake), Pink",1172561.88677935,1901699.06101194,2,12,19.96012774,3.263396655,110,0.287270098,0.909090909,0.027272727,0.045454545,0,7.67461567591885
1170,"Garfield-Dan Ryan","Red Line",1175717.82047829,1868822.88715732,1,15,21.46450524,0.101288892,22,0.266764988,0.954545455,0,0,0,7.26841990062075
1180,"Kedzie-Brown","Brown Line",1154084.66231414,1930852.94827109,1,12,14.09365583,0.461290604,34,0.322756959,0.941176471,0.058823529,0,0,7.02330837919917
1190,"Jarvis","Red Line",1164754.77227608,1949075.67852806,1,12,14.02729847,0.590601031,21,0.494090419,0.80952381,0.095238095,0.047619048,0.047619048,6.73299097642412
1200,"Argyle","Red Line",1167746.82808687,1933638.97732968,1,14,12.6480977,0.830709321,116,0.382950412,0.844827586,0.077586207,0.017241379,0.017241379,7.71878483666917
1210,"Wellington","Brown, Purple (Express)",1169286.3350323,1920014.04624499,2,8,14.54411987,0.790017558,45,0.429469131,0.822222222,0.022222222,0.022222222,0.066666667,7.37069726873251
1220,"Fullerton","Red, Brown, Purple (Express)",1169427.09509643,1916013.32534527,3,11,15.49322017,0.492337543,77,0.80176395,0.558441558,0.090909091,0.090909091,0.25974026,8.83569996925611
1230,"47th-Dan Ryan","Red Line",1175712.49286229,1874259.92345038,1,13,23.09659851,0.102658622,9,0.772506886,0.666666667,0.111111111,0.222222222,0,7.14763640371088
1240,"Addison-O'Hare","Blue Line",1151344.51459959,1924006.59972071,1,8,20.21611363,0.250142797,10,0.581671866,0.8,0,0.1,0.1,7.27529723696664
1270,"43rd","Green Line",1178962.66758531,1876518.81702049,1,16,15.01159546,0.308181589,7,0.86991553,0.571428571,0.142857143,0,0.285714286,6.1694548420903
1280,"Jefferson Park","Blue Line",1139918.57154895,1932409.02840054,1,25,17.3372719,0.272023575,59,0.715426657,0.525423729,0.288135593,0.13559322,0.016949153,8.19713267992114
1290,"Kimball","Brown Line",1152910.87594505,1931513.3373917,1,16,13.5890306,0.455146085,36,0.429313641,0.833333333,0.111111111,0,0.027777778,7.74219264532289
1300,"Loyola","Red Line",1166979.64523815,1943698.46533905,1,13,12.94548134,0.802628274,89,0.797224509,0.471910112,0.134831461,0.123595506,0.258426966,7.8785148851993
1310,"Paulina","Brown Line",1164471.22974782,1922773.86704756,1,6,17.43454214,0.442407068,44,0.541268343,0.772727273,0.113636364,0.022727273,0.090909091,7.29459573237857
1320,"Belmont-North Main","Red, Brown, Purple (Express)",1169244.56018426,1921368.70147826,3,17,14.7419306,0.785399294,120,0.39165809,0.841666667,0.041666667,0.066666667,0.008333333,8.68531771351484
1330,"Montrose-O'Hare","Blue Line",1144639.34672135,1929107.50647746,1,12,20.1294317,0.260998614,15,0,1,0,0,0,7.10362838815265
1340,"LaSalle","Blue Line",1175328.49516593,1898027.79675252,1,22,22.52226474,5.977452539,140,0.620323285,0.664285714,0.178571429,0.107142857,0.035714286,7.37574462602092
1360,"California-Lake","Green Line (Lake)",1157735.61553354,1901043.52283533,1,17,14.12481722,0.199701897,16,0.750807236,0.625,0.1875,0.0625,0.125,6.44775944350853
1380,"Bryn Mawr","Red Line",1167633.60312676,1937300.91346109,1,19,13.22899481,1.193385353,27,0.512717199,0.777777778,0.037037037,0.074074074,0.037037037,7.62419380387045
1400,"Roosevelt","Red, Orange, Green",1176529.51123105,1895049.38830174,3,29,14.37772575,3.093957399,73,0.632717595,0.684931507,0.068493151,0.150684932,0.04109589,8.69760966672041
1410,"Chicago/Milwaukee","Blue Line",1168871.48498392,1905449.33352743,1,12,24.59799512,0.294238891,28,0.743904266,0.607142857,0.107142857,0.071428571,0.142857143,7.61936816895575
1420,"Addison-North Main","Red Line",1169155.59813618,1924165.78538486,1,14,14.06727507,0.608929831,106,0.45437195,0.801886792,0.075471698,0.08490566,0.018867925,8.43828239191249
1430,"87th","Red Line",1177647.63808009,1846956.57340895,1,17,13.33517561,0.199587893,35,0.187176257,0.971428571,0.028571429,0,0,7.39428821017908
1440,"Addison-Brown","Brown Line",1163413.93822683,1923975.42941668,1,16,16.11424695,0.404621608,29,0.66319684,0.827586207,0,0,0.172413793,6.9923090634001
1450,"Chicago/State","Red Line",1176230.95814277,1905725.84936769,1,32,19.61239176,6.095665473,217,0.480172887,0.788018433,0.059907834,0.101382488,0.032258065,8.7813067545309
1460,"Irving Park-Brown","Brown Line",1163333.20913876,1926705.98506723,1,12,16.28368884,0.518385163,45,0.576816621,0.733333333,0.177777778,0.022222222,0,7.26528162508105
1480,"Western-Brown","Brown Line",1159616.1951193,1930951.29758318,1,17,15.05846169,0.487759346,86,0.449379212,0.813953488,0.058139535,0.069767442,0.034883721,7.5882243921882
1490,"Harrison","Red Line",1176488.61907101,1897480.33051201,1,28,17.8801169,4.589234385,143,0.706937435,0.615384615,0.097902098,0.160839161,0.104895105,7.61065280922776
1500,"Montrose-Brown","Brown Line",1163255.95192269,1929339.66570968,1,15,13.86624074,0.681757956,44,0.418480007,0.863636364,0.022727273,0,0.113636364,7.11556938339448
1510,"Morgan-Lake","Green (Lake), Pink",1169742.11896873,1901630.35829187,2,2,21.44571635,0.654811891,132,0.313352966,0.916666667,0.037878788,0.045454545,0,7.86534450359794
1660,"Lake/State","Red Line",1176365.32127889,1901404.02433966,1,30,25.80550838,8.133388036,318,0.615554859,0.65408805,0.135220126,0.176100629,0.009433962,9.06434575264224
1670,"Conservatory","Green Line (Lake)",1152209.0952084,1901252.71835552,1,0,10.66639806,0.051171977,42,0.622757981,0.69047619,0.023809524,0.214285714,0.071428571,6.29551197364603
1690,"Cermak-McCormick Place","Green Line",1176844.65337534,1889858.01703291,1,24,14.34402282,1.202854366,40,0.556776883,0.775,0.075,0.1,0.05,6.95546175626836
